fitofisionomia;parcela;bandeija;coleta;especie;peso
FAAC;faperj55;1;nov22;Galhos;0.28
FAAC;faperj55;1;nov22;Miscelanea;0.35
FAAC;faperj55;1;nov22;Manilkara pontuda;0.53
FAAC;faperj55;2;nov22;Clusia hilariana;2.16
FAAC;faperj55;2;nov22;Smilax rufescens;0.23
FAAC;faperj55;2;nov22;Miscelanea;0.27
FAAC;faperj55;2;nov22;Galhos;0.91
FAAC;faperj55;2;nov22;Humiria balsamifera;0.44
FAAC;faperj55;2;nov22;Ocotea notata;0.38
FAAC;faperj55;3;nov22;Protium icicariba;1.30
FAAC;faperj55;3;nov22;Ocotea notata;0.33
FAAC;faperj55;3;nov22;Galhos;1.45
FAAC;faperj55;3;nov22;Smilax rufescens;0.33
FAAC;fapejr56;1;nov22;Clusia hilariana;4.27
FAAC;faperj56;1;nov22;Estrutura reprodutiva;1.36
FAAC;faperj56;1;nov22;Galhos;0.91
FAAC;faperj56;1;nov22;Paullinia weinmannifolia;0.07
FAAC;faperj56;1;nov22;Ocotea notata;0.17
FAAC;faperj56;1;nov22;Miscelanea;0.29
FAAC;faperj56;1;nov22;Ternstroemia brasiliensis;6.16
FAAC;faperj56;1;nov22;Myrsine?;0.2
FAAC;faperj56;2;nov22;Estrutura reprodutiva;0.82
FAAC;faperj56;2;nov22;Galhos;0.29
FAAC;faperj56;2;nov22;Aechmea brasiliensis;0.25
FAAC;faperj56;2;nov22;Ouratea cuspidata;0.36
FAAC;faperj56;2;nov22;Ternstroemia brasiliensis;4.12
FAAC;faperj56;2;nov22;Erythroxylum ovalifolium;0.81
FAAC;faperj56;2;nov22;Ocotea notata;0.23
FAAC;faperj56;2;nov22;Manilkara subsericea;0.19
FAAC;faperj56;3;nov22;Tapirira guianensis;0.42
FAAC;faperj56;3;nov22;Smilax rufescens;0.14
FAAC;faperj56;3;nov22;Ternstroemia brasiliensis;0.26
FAAC;faperj56;3;nov22;Miscelanea;0.29
FAAC;faperj56;3;nov22;Estrutura reprodutiva;0.22
FAAC;faperj56;3;nov22;Galhos;0.34
FAAC;faperj56;3;nov22;Paullinia weinmannifolia;0.13
FAAC;faperj56;3;nov22;Ouratea cuspidata;0.44
FAAC;faperj56;3;nov22;Byrsonima sericea;0.13
FAAC;faperj56;3;nov22;Ocotea notata;1.27
FAAC;faperj56;3;nov22;Bonnetia anceps;0.66
FPP;fap68.2;1;nov22;Paullinia weinmannifolia;0.63
FPP;fap68.2;1;nov22;Miscelanea;0.21
FPP;fap68.2;1;nov22;Ternstroemia brasiliensis;0.30
FPP;fap68.2;1;nov22;Maytenus obtusifolia;0.35
FPP;fap68.2;1;nov22;Eugenia rigida;0.64
FPP;fap68.2;1;nov22;Galhos;9.63
FPP;fap68.2;1;nov22;Capparis flexuosa;0.86
FPP;fap68.2;2;nov22;Eugenia rigida;0.19
FPP;fap68.2;2;nov22;Capparis flexuosa;1.32
FPP;fap68.2;2;nov22;Maytenus obtusifolia;0.31
FPP;fap68.2;2;nov22;Paullinia weinmannifolia;0.15
FPP;fap68.2;2;nov22;Galhos;0.75
FPP;fap68.2;2;nov22;Manilkara subsericea;0.23
FPP;fap68.2;2;nov22;Ternstroemia brasiliensis;0.43
FPP;fap68.2;3;nov22;Paullinia weinmannifolia;0.27
FPP;fap68.2;3;nov22;Miscelanea;0.37
FPP;fap68.2;3;nov22;Galhos;0.44
FPP;fap68.2;3;nov22;Eugenia rigida;3.81
FAAC;faperj70.2;1;nov22;Ocotea notata;0.27
FAAC;faperj70.2;1;nov22;Protium icicariba;0.85
FAAC;faperj70.2;1;nov22;Neomitrantes obscura;0.16
FAAC;faperj70.2;1;nov22;Estrutura reprodutiva;0.26
FAAC;faperj70.2;1;nov22;Galhos;0.22
FAAC;faperj70.2;1;nov22;Miscelanea;0.14
FAAC;faperj70.2;2;nov22;Galhos;0.83
FAAC;faperj70.2;2;nov22;Ocotea notata;0.57
FAAC;faperj70.2;2;nov22;Estrutura reprodutiva;0.27
FAAC;faperj70.2;2;nov22;Miscelanea;0.18
FAAC;faperj70.2;3;nov22;Smilax rufescens;0.17
FAAC;faperj70.2;3;nov22;Neomitrantes obscura;1.50
FAAC;faperj70.2;3;nov22;Miscelanea;0.13
FAAC;faperj70.2;3;nov22;Paullinia weinmannifolia;0.03
MPI;faperj72;1;nov22;Protium icicariba;0.66
MPI;faperj72;1;nov22;Humiria balsamifera;0.28
MPI;faperj72;1;nov22;Byrsonima sericea;0.16
MPI;faperj72;1;nov22;Coccoloba arborescens;0.40
MPI;faperj72;1;nov22;Chiococca alba;0.68
MPI;faperj72;1;nov22;Anthurium maricense;0.31
MPI;faperj72;1;nov22;Tapirira guianensis;0.62
MPI;faperj72;1;nov22;Capparis flexuosa;0.08
MPI;faperj72;1;nov22;Miscelanea;0.12
MPI;faperj72;1;nov22;Humiria balsamifera;0.65
MPI;faperj72;1;nov22;Miscelanea;0.81
MPI;faperj72;2;nov22;Coccoloba arborescens;0.16
MPI;faperj72;2;nov22;Estrutura reprodutiva;1.92
MPI;faperj72;2;nov22;Protium icicariba;0.45
MPI;faperj72;2;nov22;Galhos;1.32
MPI;faperj72;2;nov22;Eugenia rigida;0.16
MPI;faperj72;2;nov22;Humiria balsamifera;0.36
MPI;faperj72;2;nov22;Miscelanea;0.82
MPI;faperj72;2;nov22;Calyptranthes brasiliensis;0.16
MPI;faperj72;2;nov22;Coccoloba arborescens;0.63
MPI;faperj72;2;nov22;Estrutura reprodutiva;0.13
MPI;faperj72;2;nov22;Tapirira guianensis;1.02
MPI;faperj72;2;nov22;Clusia hilariana;7.19
MPI;faperj72;3;nov22;Humiria balsamifera;0.79
MPI;faperj72;3;nov22;Tapirira guianensis;1.08
MPI;faperj72;3;nov22;Protium icicariba;1.01
MPI;faperj72;3;nov22;Galhos;2.36
MPI;faperj72;3;nov22;Chiococca alba;0.12
MPI;faperj72;3;nov22;Clusia hilariana;0.66
MPI;faperj72;3;nov22;Miscelanea;0.29
FAAC;fap73.2;1;nov22;Smilax rufescens;0.02
FAAC;fap73.2;1;nov22;Miscelanea;0.02
FAAC;fap73.2;1;nov22;Estrutura reprodutiva;0.03
FAAC;fap73.2;1;nov22;Galhos;6.79
FAAC;fap73.2;2;nov22;Maytenus obtusifolia;0.06
FAAC;fap73.2;2;nov22;Miscelanea;0.60
FAAC;fap73.2;2;nov22;Estrutura reprodutiva;0.71
FAAC;fap73.2;2;nov22;Capparis flexuosa;0.35
FAAC;fap73.2;2;nov22;Erythroxylum ovalifolium;0.09
FAAC;fap73.2;2;nov22;Ocotea notata;0.22
FAAC;fap73.2;2;nov22;Clusia hilariana;2.55
FAAC;fap73.2;2;nov22;Byrsonima sericea;0.32
FAAC;fap73.2;2;nov22;Capparis flexuosa;0.12
FAAC;fap73.2;2;nov22;Galhos;6.79
FAAC;fap73.2;3;nov22;Erythroxylum ovalifolium;0.48
FAAC;fap73.2;3;nov22;Smilax rufescens;0.38
FAAC;fap73.2;3;nov22;Ocotea notata;3.67
FAAC;fap73.2;3;nov22;Estrutura reprodutiva;2.24
FAAC;fap73.2;3;nov22;Miscelanea;0.41
FAAC;fap73.2;3;nov22;Erythroxylum ovalifolium;0.01
FAAC;faperj74;1;nov22;Protium icicariba;0.39
FAAC;faperj74;1;nov22;Ocotea notata;0.25
FAAC;faperj74;1;nov22;Humiria balsamifera;0.05
FAAC;faperj74;1;nov22;Byrsonima sericea;1.20
FAAC;faperj74;2;nov22;Byrsonima sericea;0.13
FAAC;faperj74;2;nov22;Paullinia weinmannifolia;0.61
FAAC;faperj74;2;nov22;Maytenus obtusifolia;1.08
FAAC;faperj74;2;nov22;MIscelanea;0.43
FAAC;faperj74;3;nov22;Smilax rufescens;0.79
FAAC;faperj74;3;nov22;Ocotea notata;0.14
FAAC;faperj74;3;nov22;Clusia hilariana;12.14
FAAE;fap77;1;nov22;Tapirira guianensis;0.32
FAAE;fap77;1;nov22;Estrutura reprodutiva;0.01
FAAE;fap77;1;nov22;Smilax rufescens;0.20
FAAE;fap77;1;nov22;Galhos;0.35
FAAE;fap77;1;nov22;Humiria balsamifera;1.54
FAAE;fap77;1;nov22;Ternstroemia brasiliensis;0.01
FAAE;fap77;1;nov22;Miscelanea;0.46
FAAE;fap77;2;nov22;Miscelanea;0.58
FAAE;fap77;2;nov22;Galhos;1.34
FAAE;fap77;2;nov22;Smilax rufescens;0.92
FAAE;fap77;2;nov22;Protium icicariba;0.60
FAAE;fap77;2;nov22;Ternstroemia brasiliensis;1.45
FAAE;fap77;3;nov22;Miscelanea;0.78
FAAE;fap77;2;nov22;Galhos;1.99
FAAE;fap77;2;nov22;Humiria balsamifera;0.50
FAAE;fap77;2;nov22;Smilax rufescens;0.58
FAAE;fap77;2;nov22;Ternstroemia brasiliensis;2.10
FAAE;fap77;2;nov22;Manilkara subsericea;0.25
FPP;fap78;1;nov22;Erythroxylum ovalifolium;0.01
FPP;fap78;1;nov22;Galhos;3.43
FPP;fap78;1;nov22;Eugenia rigida;2.14
FPP;fap78;1;nov22;Andira legalis;0.01
FPP;fap78;1;nov22;Smilax rufescens;0.01
FPP;fap78;1;nov22;Byrsonima sericea;3.89
FPP;fap78;1;nov22;Miscelanea;0.25
FPP;fap78;2;nov22;Galhos;2.73
FPP;fap78;2;nov22;Miscelanea;1.09
FPP;fap78;2;nov22;Eugenia rigida;5.97
FPP;fap78;2;nov22;Manilkara subsericea;0.56
FPP;fap78;2;nov22;Maytenus obtusifolia;0.49
FPP;fap78;2;nov22;Tocoyena bullata;0.12
FPP;fap78;3;nov22;Andira legalis;0.80
FPP;fap78;3;nov22;Miscelanea;0.45
FPP;fap78;3;nov22;Galhos;2.34
FPP;fap78;3;nov22;Eugenia rigida;6.75
FAAE;fap79;1;nov22;Humiria balsamifera;3.35
FAAE;fap79;1;nov22;Myrtaceae1;0.04
FAAE;fap79;1;nov22;Protium icicariba;3.14
FAAE;fap79;1;nov22;Miscelanea;0.28
FAAE;fap79;1;nov22;Coccoloba arborescens;1.07
FAAE;fap79;1;nov22;Ternstroemia brasiliensis;0.65
FAAE;fap79;1;nov22;Smilax rufescens;0.87
FAAE;fap79;1;nov22;Galhos;0.91
FAAE;fap79;1;nov22;Estrutura reprodutiva;0.06
FAAE;fap79;1;nov22;Clusia hilariana;1.88
FAAE;fap79;1;nov22;Maytenus obtusifolia;0.08
FAAE;fap79;2;nov22;Protium icicariba;0.24
FAAE;fap79;2;nov22;Galhos;0.79
FAAE;fap79;2;nov22;Miscelanea;1.04
FAAE;fap79;2;nov22;Maytenus obtusifolia;0.51
FAAE;fap79;2;nov22;Folha finissima;0.08
FAAE;fap79;3;nov22;Clusia hilariana;8.74
FAAE;fap79;2;nov22;Ocotea notata;0.14
FAAE;fap79;3;nov22;Humiria balsamifera;0.90
FAAE;fap79;3;nov22;Coccoloba arborescens;0.45
FAAE;fap79;3;nov22;Vernonia crotonoides;0.52
FAAE;fap79;3;nov22;Miscelanea;0.68
FAAE;fap79;3;nov22;Galhos;0.06
FAAE;fap79;3;nov22;Humiria balsamifera;1.05
FAAE;fap79;3;nov22;Protium icicariba;0.54
FPP;faperj80;1;nov22;Paullinia weinmannifolia;1.42
FPP;faperj80;1;nov22;Estrutura reprodutiva;1.15
FPP;faperj80;1;nov22;Humiria balsamifera;0.01
FPP;faperj80;1;nov22;Miscelanea;0.55
FPP;faperj80;1;nov22;Galhos;8.76
FPP;faperj80;1;nov22;Amaioua pilosa;0.66
FPP;faperj80;1;nov22;Capparis flexuosa;0.34
FPP;faperj80;1;nov22;Maytenus obtusifolia;1.54
FPP;faperj80;1;nov22;Ternstroemia brasiliensis;0.11
FPP;faperj80;1;nov22;Protium icicariba;1.16
FPP;faperj80;2;nov22;Ocotea notata;0.16
FPP;faperj80;2;nov22;Byrsonima sericea;0.33
FPP;faperj80;2;nov22;Galhos;0.24
FPP;faperj80;2;nov22;Protium icicariba;2.46
FPP;faperj80;2;nov22;Miscelanea;1.23
FPP;faperj80;2;nov22;Smilax rufescens;0.15
FPP;faperj80;2;nov22;Calyptranthes brasiliensis;1.39
FPP;faperj80;2;nov22;Erythroxylum ovalifolium;0.39
FPP;faperj80;3;nov22;Protium icicariba;0.40
FPP;faperj80;3;nov22;Erythroxylum ovalifolium;0.13
FPP;faperj80;3;nov22;Galhos;0.29
FPP;faperj80;3;nov22;Estrutura reprodutiva;2.14
FPP;faperj80;3;nov22;Maytenus obtusifolia;1.69
FPP;faperj80;3;nov22;Myrsine parvifolia;0.01
FPP;faperj80;3;nov22;Miscelanea;0.28
FPP;faperj80;3;nov22;Eugenia rigida;0.33
FPP;fap85;1;nov22;Clusia hilariana;12.36
FPP;fap85;1;nov22;Manilkara subsericea;0.38
FPP;fap85;1;nov22;Tocoyena bullata;0.31
FPP;fap85;1;nov22;Calyptranthes brasiliensis;0.21
FPP;fap85;1;nov22;Eugenia rigida;1.83
FPP;fap85;1;nov22;Miscelanea;0.90
FPP;fap85;1;nov22;Galhos;1.76
FPP;fap85;1;nov22;Paullinia weinmannifolia;0.06
FPP;fap85;1;nov22;Smilax rufescens;0.17
FPP;fap85;2;nov22;Galhos;0.42
FPP;fap85;2;nov22;Erythroxylum ovalifolium;0.04
FPP;fap85;2;nov22;Miscelanea;1.75
FPP;fap85;3;nov22;Miscelanea;1.72
FPP;fap85;3;nov22;Aechmea brasiliensis;0.66
FPP;fap85;3;nov22;Galhos;1.17
FPP;fap85;3;nov22;Eugenia rigida;0.60
MPI;fap90;1;nov22;Ormosia arborea;2.00
MPI;fap90;1;nov22;Miscelanea;0.31
MPI;fap90;1;nov22;Galhos;0.22
MPI;fap90;1;nov22;Estrutura reprodutiva;0.52
MPI;fap90;1;nov22;Maytenus obtusifolia;0.57
MPI;fap90;1;nov22;Ocotea notata;0.75
MPI;fap90;1;nov22;Chiococca alba;0.28
MPI;fap90;1;nov22;Anthurium maricense;1.63
MPI;fap90;2;nov22;Miscelanea;0.14
MPI;fap90;2;nov22;Galhos;8.24
MPI;fap90;2;nov22;Chiococca alba;0.13
MPI;fap90;2;nov22;Ovada oposta;3.12
MPI;fap90;3;nov22;Ocotea notata;0.34
MPI;fap90;3;nov22;Anthurium maricense;1.99
MPI;fap90;3;nov22;MIscelanea;0.67
MPI;fap90;3;nov22;Chiococca alba;0.38
MPI;fap90;3;nov22;Tapirira guianensis;0.64
MPI;fap90;3;nov22;Galhos;0.23
MPI;fap90;3;nov22;Ternstroemia brasiliensis;0.32
MPI;fap91;1;nov22;Protium icicariba;0.38
MPI;fap91;1;nov22;Ocotea notata;0.93
MPI;fap91;1;nov22;Galhos;0.15
MPI;fap91;1;nov22;Tapirira guianensis;0.15
MPI;fap91;1;nov22;Paullinia weinmannifolia;0.16
MPI;fap91;1;nov22;Miscelanea;0.41
MPI;fap91;2;nov22;Amaioua pilosa;0.05
MPI;fap91;2;nov22;Galhos;0.08
MPI;fap91;2;nov22;Eugenia rigida;0.15
MPI;fap91;2;nov22;Miscelanea;0.42
MPI;fap91;2;nov22;Ocotea notata;0.41
MPI;fap91;2;nov22;Byrsonima sericea;4.15
MPI;fap91;2;nov22;Paullinia weinmannifolia;0.54
MPI;fap91;3;nov22;Byrsonima sericea;0.59
MPI;fap91;3;nov22;Clusia hilariana;3.76
MPI;fap91;3;nov22;Estrutura reprodutiva;0.22
MPI;fap91;3;nov22;Paullinia weinmannifolia;0.17
MPI;fap91;3;nov22;Eugenia rigida;0.28
MPI;fap91;3;nov22;Galhos;0.16
MPI;fap91;3;nov22;Miscelanea;0.06
MPI;fap91;3;nov22;Ocotea notata;1.80
FAAC;fap92;1;nov22;Byrsonima sericea;0.85
FAAC;fap92;1;nov22;Eugenia rigida;0.47
FAAC;fap92;1;nov22;Eugenia umbelifolia;0.05
FAAC;fap92;1;nov22;Estrutura reprodutiva;0.26
FAAC;fap92;1;nov22;Miscelanea;0.06
FAAC;fap92;1;nov22;Erythroxylum ovalifolium;0.16
FAAC;fap92;1;nov22;Galhos;0.31
FAAC;fap92;2;nov22;Miscelanea;0.26
FAAC;fap92;2;nov22;Estrutura reprodutiva;0.32
FAAC;fap92;2;nov22;Galhos;0.12
FAAC;fap92;2;nov22;Ternstroemia brasiliensis;6.72
FAAC;fap92;2;nov22;Eugenia rigida;0.11
FAAC;fap92;2;nov22;Clusia hilariana;1.13
FAAC;fap92;2;nov22;Protium icicariba;0.10
FAAC;fap92;2;nov22;Neomitrantes obscura;0.21
FAAC;fap92;3;nov22;Galhos;1.49
FAAC;fap92;3;nov22;Smilax rufescens;0.07
FAAC;fap92;3;nov22;Galhos;1.49
FAAC;fap92;3;nov22;Eugenia rigida;0.18
FAAC;fap92;3;nov22;Paullinia weinmannifolia;0.07
FAAC;fap92;3;nov22;Byrsonima sericea;0.23
FAAC;fap92;3;nov22;Capparis flexuosa;0.50
FAAE;fap101;1;nov22;Ocotea notata;0.16
FAAE;fap101;1;nov22;Ternstroemia brasiliensis;0.76
FAAE;fap101;1;nov22;Galhos;0.65
FAAE;fap101;1;nov22;Humiria balsamifera;0.76
FAAE;fap101;1;nov22;Protium icicariba;0.95
FAAE;fap101;1;nov22;Miscelanea;0.20
FAAE;fap101;2;nov22;Ternstroemia brasiliensis;0.42
FAAE;fap101;2;nov22;Clusia hilariana;0.86
FAAE;fap101;2;nov22;Smilax rufescens;0.17
FAAE;fap101;2;nov22;Galhos;0.29
FAAE;fap101;2;nov22;Ocotea notata;0.22
FAAE;fap101;2;nov22;Protium icicariba;0.95
FAAE;fap101;2;nov22;Humiria balsamifera;0.57
FAAE;fap101;2;nov22;Coccoloba arborescens;0.08
FAAE;fap101;2;nov22;Miscelanea;0.32
FAAE;fap101;2;nov22;Coccoloba arborescens;1.09
FAAE;fap101;3;nov22;Ternstroemia brasiliensis;0.95
FAAE;fap101;3;nov22;Ocotea notata;0.13
FAAE;fap101;3;nov22;Galhos;1.04
FAAE;fap101;3;nov22;Smilax rufescens;0.02
FAAE;fap101;3;nov22;Coccoloba arborescens;0.44
FAAE;fap101;3;nov22;Miscelanea;0.50
FAAE;fap101;3;nov22;Humiria balsamifera;1.96
FAAE;fap101;3;nov22;Coccoloba arborescens;1.08
FAAE;fap101;3;nov22;Protium icicariba;0.74
FAAE;fap101;3;nov22;Smilax rufescens;0.22
FAAC;faperj102;1;nov22;Clusia hilariana;0.53
FAAC;faperj102;1;nov22;Smilax rufescens;0.35
FAAC;faperj102;1;nov22;Ternstroemia brasiliensis;0.61
FAAC;faperj102;1;nov22;Myrtaceae1;0.02
FAAC;faperj102;1;nov22;Tapirira guianensis;0.10
FAAC;faperj102;1;nov22;Estrutura reprodutiva;0.08
FAAC;faperj102;1;nov22;Byrsonima sericea;0.16
FAAC;faperj102;1;nov22;Galhos;0.14
FAAC;faperj102;1;nov22;Miscelanea;0.10
FAAC;faperj102;2;nov22;Ocotea notata;0.33
FAAC;faperj102;2;nov22;Maytenus obtusifolia;0.44
FAAC;faperj102;2;nov22;Myrtaceae1;0.02
FAAC;faperj102;2;nov22;Estrutura reprodutiva;0.18
FAAC;faperj102;2;nov22;Clusia hilariana;0.49
FAAC;faperj102;2;nov22;Miscelanea;0.25
FAAC;faperj102;2;nov22;Protium icicariba;0.16
FAAC;faperj102;2;nov22;Galhos;1.84
FAAC;faperj102;2;nov22;Ternstroemia brasiliensis;2.38
FAAC;faperj102;2;nov22;Byrsonima sericea;0.22
FAAC;faperj102;3;nov22;Ocotea notata;0.57
FAAC;faperj102;3;nov22;Miscelanea;0.25
FAAC;faperj102;3;nov22;Protium icicariba;0.21
FAAC;faperj102;3;nov22;Smilax Rufescens;0.01
FAAC;faperj102;3;nov22;Eugenia rigida;0.14
FAAC;faperj102;3;nov22;Coccoloba arborescens;0.37
FAAC;faperj102;3;nov22;Galhos;1.39
FAAC;faperj102;3;nov22;Ternstroemia brasiliensis;2.53
FAAC;faperj102;3;nov22;Erythroxylum ovalifolium;0.09
FAAC;faperj102;3;nov22;Anthurium maricense;3.83
FAAC;faperj102;3;nov22;Eugenia rigida;0.20
FAAC;faperj103;1;nov22;Clusia hilariana;1.62
FAAC;faperj103;1;nov22;Byrsonima sericea;0.25
FAAC;faperj103;1;nov22;Miscelanea;0.67
FAAC;faperj103;1;nov22;Galhos;0.53
FAAC;faperj103;1;nov22;Protium icicariba;0.14
FAAC;faperj103;1;nov22;Smilax rufescens;0.26
FAAC;faperj103;1;nov22;Ocotea notata;0.99
FAAC;faperj103;1;nov22;Neomitrantes obscura;0.34
FAAC;faperj103;1;nov22;Maytenus obtusifolia;1.34
FAAC;faperj103;1;nov22;Estrutura reprodutiva;1.02
FAAC;faperj103;2;nov22;Protium icicariba;0.33
FAAC;faperj103;2;nov22;Neomitrantes obscura;0.46
FAAC;faperj103;2;nov22;Humiria balsamifera;0.02
FAAC;faperj103;2;nov22;Miscelanea;0.24
FAAC;faperj103;2;nov22;Byrsonima sericea;0.54
FAAC;faperj103;2;nov22;Galhos;0.14
FAAC;faperj103;2;nov22;Clusia hilariana;10.28
FAAC;faperj103;3;nov22;Miscelanea;0.30
FAAC;faperj103;3;nov22;Clusia hilariana;0.75
FAAC;faperj103;3;nov22;Maytenus obtusifolia;0.34
FAAC;faperj103;3;nov22;Galhos;0.75
FAAC;faperj103;3;nov22;Ocotea notata;2.65
